variable,table,category,status,source,notes
R0_RecHght3_Cm,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght3_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght3_Ft,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght3_In,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght3_Mnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght3_Yr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RecHght_Institution,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_RegularCyclesStartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_RoomDarkness,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_RoomDarknessAge20,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_SiblingCancerHistory,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_SiblingCancerType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_SiblingCancerYear,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_SiblingCancerYearUnknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_SiblingDOB_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_SiblingDOB_Month,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_SiblingDOB_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_SiblingDOB_Year,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_SiblingParentShared,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_SiblingRelation,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_SiblingsTotal,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_SiblingsUnknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_SingleSideDentalXray,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_Single_Twin,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_SleepDurationHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_SleepDurationMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_SleepTimeAMPM,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_SleepTimeWeekdayHour,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_SleepTimeWeekdayMinute,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_SmokingCurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SmokingDuringPregnancy,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SmokingInhale,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SmokingRegularUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SmokingRestartUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SmokingStartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SmokingStopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SoyaConsumption,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SoyaDaysRecentWeek,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SoyaLastAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SoyaNever,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_SpineClavicleNeckXray,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_SportsSweatDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_SportsSweatHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_SportsSweatMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_StatinUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_StrenuousExerciseDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_StrenuousExerciseHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_StrenuousExerciseMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_StressEventDeathPartner,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_SurgeryOtherSpecify1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_SurgeryOtherSpecify2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_SurgeryOtherSpecify3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_SurgeryType1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_SurgeryType2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_SurgeryType3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_Surname,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_TempStop1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStop2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStop3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStop4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopAge1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopAge2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopAge3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopAge4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopFromMth2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopFromMth3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopFromMth4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopFromYr2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopFromYr3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopFromYr4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopMoreThan,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopMoreThreeMnths,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopMths1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopMths2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopMths3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopMths4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopReason1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopReason2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopReason3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopReason4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopToAge2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopToAge3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopToAge4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopToMth2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopToMth3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopToYr2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopToYr3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopToYr4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopYrs1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopYrs2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopYrs3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStopYrs4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_TempStoptoMth4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_ThyroidDisease,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ThyroidDiseaseOther,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ThyroidDiseaseType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ThyroidDisease_Med,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ThyroidTreatment_Age,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ThyroidTreatment_Mnths,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ThyroidTreatment_MoreTwo,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ThyroidTreatment_Still,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ThyroidTreatment_Yrs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_TotalPregnancies,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_TownRegBorn,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TransAtlanticFlightsMonthly,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_TransPacificFlightsMonthly,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_TreatedWithInsulin,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_TwinFemale,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinMist_CasFrnds,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinMist_ClseFrnds,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinMist_Clssmts,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinMist_Parents,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinMist_Siblings,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinSimilarity,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinType_AppDif,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinType_AppSim,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinType_Blood,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinType_Doctor,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinType_Other,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_TwinType_Parents,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_UterineFibroids,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_VitaminDDurationYrs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_VitaminDSuppUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_VitaminSuppCodLiverOil,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_VitaminSuppMultivitamin,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_VitaminSuppOther,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_VitaminSuppRecentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_VitaminTextSuppOther,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_WaistCircum_Cm,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WaistCircum_In,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WaistCircum_When,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WakeTimeAMPM,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_WakeTimeHour,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_WakeTimeMinute,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_WalkingDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_WalkingHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_WalkingMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_WghtAge20_Kg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WghtAge20_Lbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WghtAge20_St,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WghtAge40_Kg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WghtAge40_Lbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WghtAge40_St,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WghtAge60_Kg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WghtAge60_Lbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WghtAge60_St,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WghtComp_11,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WghtComp_7,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_WorkSweatDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_WorkSweatHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_WorkSweatMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_XrayAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayFromAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayFromMth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayFromYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayHospital,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayMonth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayMoreEvents,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayMoreThanTwelve,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayReason,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayToAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayToMth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayToYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayTown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_XrayYear,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_morethan5Ibuprofen,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_type3Aspirin,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_type3Ibuprofen,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_type4Aspirin,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_type4Ibuprofen,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_type5Aspirin,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_type5Ibuprofen,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
